날짜,교통량,풍속,강우량,북,동,남,서,미세먼지
20190224,0.749,0.123,0.0,0.29,0.71,0,0,0.2888889
20190225,0.877,0.358,0.0,0.96,0,0,0.04,0.3777778
20190226,0.88,0.251,0.0,0.87,0,0,0.13,0.437037
20190227,0.887,0.292,0.0,0.87,0,0,0.13,0.2074074
20190228,0.908,0.304,0.0,0.89,0,0,0.11,0.3333333
20190302,0.763,0.151,0.0,0.69,0,0,0.31,0.6222222
20190303,0.675,0.077,0.0,0.24,0.76,0,0,0.6296296
20190304,0.832,0.281,0.0,0.89,0,0,0.11,0.5703704
20190305,0.856,0.287,0.0,0.91,0,0,0.09,0.8666667
20190306,0.871,0.265,0.0,0.88,0,0,0.12,1
20190308,0.925,0.32,0.0,0.96,0,0,0.04,0.2888889
20190309,0.872,0.19,0.0,0.82,0,0,0.18,0.1925926
20190310,0.731,0.14,0.0,0.73,0.27,0,0,0.2148148
20190311,0.88,0.375,0.0,0.84,0,0,0.16,0.2518519
20190312,0.895,0.465,0.0,0.93,0,0,0.07,0.3407407
20190313,0.907,0.447,0.0,0.87,0,0,0.13,0.362963
20190314,0.915,0.295,0.0,0,0,0.2,0.8,0.0814815
20190315,0.908,0.225,0.024,0.82,0,0,0.18,0.1481481
20190316,0.855,0.315,0.0,0.76,0,0,0.24,0.237037
20190317,0.732,0.241,0.0,0.84,0,0,0.16,0.2074074
20190318,0.88,0.18,0.0,0.78,0,0,0.22,0.1703704
20190319,0.893,0.111,0.0,0.3,0.7,0,0,0.1703704
20190320,0.876,0.188,0.114,0.87,0.13,0,0,0.3111111
20190321,0.891,0.518,0.023,0.96,0,0,0.04,0.5037037
20190322,0.922,0.417,0.0,0.48,0,0,0.52,0.1925926
20190323,0.857,0.3,0.012,0.82,0,0,0.18,0.1407407
20190324,0.749,0.301,0.0,0.91,0,0,0.09,0.1111111
20190325,0.879,0.345,0.0,0,0,0.36,0.64,0.0962963
20190326,0.89,0.285,0.0,0.9,0,0,0.1,0.2074074
20190327,0.884,0.405,0.0,0,0,0.67,0.33,0.2518519
20190328,0.903,0.389,0.0,0.89,0,0,0.11,0.4444444
20190329,0.846,0.388,0.0,0.87,0,0,0.13,0.362963
20190330,0.853,0.598,0.012,0.89,0,0,0.11,0.1407407
20190331,0.737,0.471,0.0,0.88,0,0,0.12,0.1777778
20190401,0.889,0.277,0.0,0.73,0,0,0.27,0.1925926
20190402,0.894,0.331,0.0,0.84,0,0,0.16,0.0888889
20190403,0.896,0.392,0.0,0.96,0,0,0.04,0.1259259
20190404,0.898,0.379,0.0,0,0,0.87,0.13,0.162963
20190405,0.919,0.429,0.0,0.91,0,0,0.09,0.1481481
20190406,0.862,0.167,0.006,0.4,0.6,0,0,0.1777778
20190407,0.764,0.35,0.0,0.66,0,0,0.34,0.1407407
20190408,0.899,0.402,0.0,0.62,0,0,0.38,0.1185185
20190409,0.917,0.331,0.12,0.81,0.19,0,0,0.0888889
20190410,0.911,0.288,0.039,0.31,0,0,0.69,0.0740741
20190411,0.932,0.307,0.0,0.87,0,0,0.13,0.037037
20190412,0.951,0.26,0.0,0.82,0,0,0.18,0.1259259
20190413,0.906,0.337,0.0,0.89,0,0,0.11,0.2296296
20190414,0.743,0.371,0.012,0.84,0,0,0.16,0.2222222
20190415,0.921,0.267,0.0,0.89,0,0,0.11,0.1555556
20190416,0.937,0.14,0.0,0.33,0.67,0,0,0.1259259
20190417,0.939,0.268,0.0,0.84,0,0,0.16,0.162963
20190418,0.932,0.277,0.0,0.82,0,0,0.18,0.1481481
20190419,0.955,0.213,0.0,0.62,0.38,0,0,0.1777778
20190420,0.892,0.32,0.008,0.9,0,0,0.1,0.162963
20190421,0.769,0.308,0.002,0.89,0,0,0.11,0.1851852
20190422,0.901,0.243,0.0,0.9,0,0,0.1,0.1851852
20190423,0.913,0.22,0.0,0.89,0,0,0.11,0.3037037
20190424,0.911,0.389,0.028,0.91,0,0,0.09,0.3259259
20190425,0.905,0.295,0.078,0.87,0.13,0,0,0.2962963
20190426,0.914,0.234,0.034,0.44,0.56,0,0,0.1333333
20190427,0.876,0.322,0.0,0.84,0,0,0.16,0.0444444
20190428,0.75,0.305,0.0,0.91,0,0,0.09,0.0740741
20190429,0.893,0.124,0.0,0.31,0.69,0,0,0.0962963
20190430,0.923,0.078,0.0,0.27,0.73,0,0,0.1185185
20190501,0.82,0.344,0.0,0.87,0,0,0.13,0.1555556
20190502,0.918,0.335,0.0,0.91,0,0,0.09,0.2
20190503,0.937,0.307,0.0,0.87,0,0,0.13,0.1111111
20190504,0.877,0.291,0.0,0.89,0,0,0.11,0.237037
20190505,0.766,0.434,0.0,0.84,0,0,0.16,0.4296296
20190506,0.777,0.551,0.0,0.36,0,0,0.64,0.3037037
20190507,0.898,0.32,0.0,0.84,0,0,0.16,0.0740741
20190508,0.926,0.324,0.0,0.96,0,0,0.04,0.1333333
20190509,0.921,0.342,0.0,0.92,0,0,0.08,0.1777778
20190510,0.947,0.294,0.0,0.91,0,0,0.09,0.1777778
20190511,0.895,0.295,0.0,0.89,0,0,0.11,0.2592593
20190512,0.776,0.257,0.0,0.89,0,0,0.11,0.2740741
20190513,0.901,0.305,0.0,0.87,0,0,0.13,0.2740741
20190514,0.922,0.204,0.0,0.91,0,0,0.09,0.2666667
20190515,0.903,0.317,0.0,0.89,0,0,0.11,0.2444444
20190516,0.916,0.308,0.0,0.89,0,0,0.11,0.3333333
20190517,0.927,0.17,0.0,0.9,0,0,0.1,0.3259259
20190518,0.876,0.318,0.0,0,0.49,0.51,0,0.2888889
20190519,0.713,0.18,0.152,0,1,0,0,0.1259259
20190520,0.866,0.488,0.06,0.98,0,0,0.02,0.0814815
20190521,0.901,0.351,0.0,0,0,0.18,0.82,0.0962963
20190522,0.902,0.442,0.0,0,0,0.28,0.72,0.1481481
20190523,0.922,0.304,0.0,0.91,0,0,0.09,0.2074074
20190524,0.942,0.354,0.0,0.93,0,0,0.07,0.3111111
20190525,0.891,0.203,0.0,0.84,0,0,0.16,0.4
20190526,0.77,0.368,0.0,0.91,0,0,0.09,0.3925926
20190527,0.805,0.215,0.049,0,0.14,0.86,0,0.1777778
20190529,0.92,0.369,0.0,0.78,0,0,0.22,0.0592593
20190530,0.92,0.519,0.0,0,0,0.16,0.84,0.1703704
20190531,0.933,0.404,0.0,0.84,0,0,0.16,0.1851852
20190601,0.868,0.275,0.0,0.92,0,0,0.08,0.0814815
20190602,0.743,0.33,0.0,0.88,0,0,0.12,0.1851852
20190603,0.871,0.337,0.0,0.91,0,0,0.09,0.1703704
20190604,0.91,0.417,0.0,0.91,0,0,0.09,0.162963
20190605,0.938,0.381,0.0,0.82,0,0,0.18,0.1481481
20190606,0.788,0.187,0.052,0.73,0.27,0,0,0.2814815
20190607,0.838,0.265,0.244,0.51,0.49,0,0,0.3111111
20190608,0.857,0.171,0.0,0.47,0.53,0,0,0.0666667
20190609,0.724,0.334,0.017,0.89,0,0,0.11,0.1185185
20190610,0.86,0.231,0.066,0.78,0.22,0,0,0.2148148
20190611,0.912,0.181,0.0,0.62,0.38,0,0,0.0444444
20190612,0.898,0.355,0.0,0.84,0,0,0.16,0.0518519
20190613,0.911,0.271,0.0,0.87,0,0,0.13,0.1333333
20190614,0.938,0.23,0.0,0.91,0,0,0.09,0.1481481
20190615,0.872,0.407,0.015,0.6,0,0,0.4,0.1703704
20190616,0.735,0.127,0.0,0.44,0.56,0,0,0.1481481
20190617,0.878,0.281,0.0,0.96,0,0,0.04,0.0814815
20190618,0.878,0.284,0.096,0.84,0,0,0.16,0.1111111
20190619,0.872,0.302,0.001,0.93,0,0,0.07,0.1703704
20190620,0.919,0.298,0.0,0.93,0,0,0.07,0.1851852
20190621,0.892,0.292,0.001,0.9,0,0,0.1,0.1481481
20190622,0.874,0.21,0.0,0.67,0.33,0,0,0.1407407
20190623,0.751,0.17,0.0,0.6,0.4,0,0,0.0518519
20190624,0.889,0.34,0.0,0.87,0,0,0.13,0.0592593
20190625,0.886,0.321,0.0,0.98,0,0,0.02,0.0962963
20190626,0.89,0.138,0.0,0.49,0.51,0,0,0.1555556
20190627,0.889,0.165,0.01,0.49,0.51,0,0,0.162963
20190628,0.911,0.294,0.0,0.82,0,0,0.18,0.1185185
20190629,0.846,0.143,0.01,0.53,0.47,0,0,0.2296296
20190630,0.739,0.378,0.0,0,0,0.24,0.76,0.1481481
20190701,0.859,0.375,0.0,0.89,0,0,0.11,0.1925926
20190702,0.882,0.361,0.0,0.87,0,0,0.13,0.1925926
20190703,0.872,0.287,0.0,0.96,0,0,0.04,0.162963
20190704,0.895,0.348,0.0,0.87,0,0,0.13,0.1777778
20190705,0.92,0.292,0.0,0.96,0,0,0.04,0.1555556
20190706,0.855,0.238,0.0,0.89,0.11,0,0,0.1555556
20190707,0.736,0.325,0.0,0.8,0.2,0,0,0.1555556
20190708,0.873,0.305,0.0,0.78,0.22,0,0,0.0814815
20190709,0.89,0.244,0.0,0.71,0.29,0,0,0.037037
20190710,0.889,0.295,0.059,0.78,0.22,0,0,0.0444444
20190711,0.869,0.16,0.02,0.51,0.49,0,0,0.0444444
20190712,0.937,0.308,0.0,0.96,0,0,0.04,0.0222222
20190713,0.844,0.29,0.0,0.93,0,0,0.07,0.0666667
20190714,0.736,0.241,0.0,0.96,0,0,0.04,0.1851852
20190715,0.837,0.106,0.053,0.56,0.44,0,0,0.2740741
20190716,0.887,0.262,0.044,0.91,0,0,0.09,0.237037
20190717,0.908,0.193,0.005,0.91,0,0,0.09,0.1851852
20190718,0.9,0.281,0.0,0.86,0,0,0.14,0.3555556
20190719,0.931,0.187,0.0,0.69,0.31,0,0,0.3925926
20190720,0.857,0.317,0.008,0.93,0.07,0,0,0.1925926
20190721,0.729,0.438,0.043,0,0,0.58,0.42,0.0296296
20190722,0.884,0.315,0.001,0.93,0,0,0.07,0.0666667
20190723,0.9,0.29,0.0,0.93,0,0,0.07,0.2444444
20190724,0.875,0.207,0.007,0,0,0.38,0.62,0.1259259
20190725,0.838,0.26,0.067,0,0,0.27,0.73,0.1111111
20190726,0.807,0.3,0.415,0,0,0.31,0.69,0.1333333
20190727,0.828,0.086,0.004,0.51,0.49,0,0,0.1037037
20190728,0.681,0.321,0.177,0,0,0.24,0.76,0.0962963
20190729,0.848,0.378,0.003,0,0,0.11,0.89,0.0666667
20190730,0.851,0.518,0.008,0,0,0.22,0.78,0.0592593
20190731,0.833,0.424,0.431,0,0,0.27,0.73,0.0740741
20190801,0.871,0.24,0.186,0.92,0,0,0.08,0.0740741
20190802,0.895,0.252,0.0,0.9,0,0,0.1,0.0592593
20190803,0.808,0.116,0.021,0.4,0.6,0,0,0.0814815
20190804,0.705,0.137,0.06,0.39,0.61,0,0,0.0962963
20190805,0.848,0.116,0.0,0.33,0.67,0,0,0.1555556
20190806,0.871,0.215,0.0,0.62,0.38,0,0,0.2148148
20190807,0.855,0.244,0.055,0,0,0,1,0.1481481
20190808,0.891,0.251,0.0,0.84,0,0,0.16,0.0962963
20190809,0.914,0.252,0.0,0.73,0,0,0.27,0.2148148
20190810,0.846,0.2,0.0,0.98,0.02,0,0,0.1333333
20190811,0.724,0.359,0.046,0.98,0.02,0,0,0.1037037
20190813,0.878,0.264,0.045,0.93,0,0,0.07,0.0962963
20190814,0.892,0.248,0.0,0.83,0.17,0,0,0.1037037
20190815,0.73,0.178,0.112,0.64,0.36,0,0,0.0962963
20190816,0.88,0.328,0.001,0.82,0,0,0.18,0.037037
20190817,0.827,0.352,0.0,0.87,0,0,0.13,0.0666667
20190818,0.729,0.305,0.0,0.96,0,0,0.04,0.1481481
20190819,0.869,0.146,0.0,0.51,0.49,0,0,0.0962963
20190820,0.88,0.141,0.0,0.73,0.27,0,0,0.1111111
20190821,0.881,0.096,0.009,0.58,0.42,0,0,0.1407407
20190822,0.901,0.305,0.0,0.89,0,0,0.11,0.1703704
20190823,0.94,0.364,0.0,0.78,0,0,0.22,0.2148148
20190824,0.896,0.297,0.0,0.84,0,0,0.16,0.1407407
20190825,0.778,0.362,0.0,0.89,0,0,0.11,0.0814815
20190826,0.91,0.114,0.0,0.38,0.62,0,0,0.0888889
20190827,0.916,0.185,0.138,0.78,0,0,0.22,0.1185185
20190828,0.931,0.221,0.0,0.87,0,0,0.13,0.1333333
20190829,0.909,0.375,0.255,0,0.44,0.56,0,0.1407407
20190830,0.925,0.408,0.001,0,0,0.31,0.69,0.1481481
20190831,0.897,0.354,0.0,0,0,0.27,0.73,0.0666667
20190901,0.779,0.198,0.0,0.29,0,0,0.71,0.0740741
20190902,0.893,0.2,0.0,0.42,0,0,0.58,0.0888889
20190903,0.912,0.337,0.0,0.07,0,0,0.93,0.1037037
20190904,0.858,0.377,0.157,0.02,0,0,0.98,0.0962963
20190905,0.858,0.291,0.252,0.04,0,0,0.96,0.037037
20190906,0.911,0.285,0.017,0.02,0,0,0.98,0.037037
20190907,0.694,0.73,0.019,0.02,0.98,0,0,0.0666667
20190908,0.695,0.394,0.0,0,0.57,0.43,0,0.0444444
20190909,0.86,0.193,0.0,0.22,0,0,0.78,0.162963
20190910,0.824,0.314,0.437,0.02,0,0,0.98,0.1851852
20190911,0.882,0.442,0.053,0.04,0.96,0,0,0.0666667
20190912,0.706,0.401,0.027,0.04,0.96,0,0,0.037037
20190913,0.745,0.334,0.001,0.03,0,0,0.97,0.037037
20190914,0.634,0.181,0.002,0.56,0,0,0.44,0.0444444
20190915,0.651,0.184,0.0,0.2,0,0,0.8,0.0888889
20190916,0.835,0.252,0.0,0.09,0,0,0.91,0.0814815
20190917,0.883,0.332,0.0,0.04,0.96,0,0,0.0444444
20190918,0.882,0.466,0.0,0,0,0.62,0.38,0.0666667
20190919,0.894,0.397,0.0,0.91,0,0,0.09,0.0888889
20190920,0.903,0.337,0.0,0.16,0,0,0.84,0.0740741
20190921,0.866,0.254,0.0,0.11,0,0,0.89,0.0740741
20190922,0.697,0.532,0.003,0.04,0,0,0.96,0.0518519
20190923,0.881,0.244,0.0,0,0,0.31,0.69,0.0222222
20190924,0.907,0.174,0.0,0.36,0,0,0.64,0.0444444
20190925,0.907,0.243,0.0,0.42,0,0,0.58,0.0888889
20190926,0.909,0.22,0.0,0.11,0,0,0.89,0.1185185
20190927,0.915,0.26,0.0,0.07,0,0,0.93,0.1185185
20190928,0.859,0.247,0.0,0,0,0.37,0.63,0.0888889
20190929,0.75,0.315,0.0,0,0,0.24,0.76,0.1259259
20190930,0.878,0.217,0.0,0.46,0,0,0.54,0.1851852
20191001,0.904,0.218,0.0,0.49,0,0,0.51,0.2444444
20191002,0.877,0.421,0.161,0.04,0,0,0.96,0.2296296
20191003,0.738,0.328,0.032,0.12,0,0,0.88,0.1185185
20191004,0.9,0.228,0.0,0.1,0,0,0.9,0.037037
20191005,0.834,0.502,0.004,0.07,0,0,0.93,0.1185185
20191006,0.74,0.464,0.0,0.02,0,0,0.98,0.1555556
20191007,0.818,0.275,0.176,0.09,0,0,0.91,0.037037
20191009,0.777,0.272,0.0,0,0,0.66,0.34,0.0740741
20191011,0.914,0.462,0.0,0.07,0,0,0.93,0.1111111
20191012,0.853,0.462,0.0,0.09,0,0,0.91,0.1407407
20191013,0.758,0.352,0.0,0.02,0.98,0,0,0.0814815
20191014,0.878,0.431,0.0,0,0,0.68,0.32,0.0666667
20191015,0.878,0.354,0.0,0.04,0.96,0,0,0.1185185
20191016,0.892,0.177,0.0,0.48,0,0,0.52,0.0592593
20191017,0.901,0.24,0.0,0.13,0,0,0.87,0.1037037
20191018,0.928,0.358,0.0,0.07,0,0,0.93,0.1185185
20191019,0.883,0.365,0.0,0,0,0.33,0.67,0.0666667
20191020,0.775,0.161,0.0,0.31,0,0,0.69,0.0814815
20191021,0.882,0.124,0.0,0.52,0,0,0.48,0.1703704
20191022,0.894,0.274,0.0,0.69,0.31,0,0,0.1925926
20191023,0.884,0.341,0.0,0.69,0.31,0,0,0.1777778
20191024,0.905,0.397,0.0,0.78,0.22,0,0,0.1037037
20191025,0.905,0.472,0.0,0.96,0,0,0.04,0.1185185
20191026,0.871,0.419,0.0,0.98,0,0,0.02,0.0888889
20191027,0.77,0.305,0.0,0.91,0,0,0.09,0.0962963
20191028,0.862,0.201,0.012,0.57,0.43,0,0,0.1037037
20191029,0.88,0.452,0.001,0.89,0,0,0.11,0.1407407
20191030,0.904,0.338,0.0,0.89,0,0,0.11,0.1481481
20191031,0.887,0.248,0.0,0.51,0.49,0,0,0.0814815
20191102,0.876,0.171,0.0,0.27,0.73,0,0,0.2518519
20191103,0.771,0.435,0.0,0.73,0.27,0,0,0.2962963
20191104,0.889,0.34,0.0,0.73,0.27,0,0,0.2444444
20191105,0.909,0.098,0.0,0.2,0.8,0,0,0.0518519
20191106,0.91,0.295,0.0,0.91,0,0,0.09,0.1481481
20191107,0.924,0.375,0.0,0.54,0,0,0.46,0.2222222
20191108,0.935,0.19,0.0,0.84,0,0,0.16,0.1703704
20191109,0.886,0.291,0.0,0.91,0,0,0.09,0.1333333
20191111,0.895,0.321,0.008,0,0,0.93,0.07,0.1851852
20191112,0.909,0.187,0.0,0.29,0.71,0,0,0.1111111
20191113,0.902,0.221,0.052,0.52,0.48,0,0,0.162963
20191114,0.927,0.633,0.0,0.84,0,0,0.16,0.1555556
20191115,0.879,0.26,0.13,0.6,0.4,0,0,0.0444444
20191116,0.848,0.194,0.0,0.36,0.64,0,0,0.0962963
20191117,0.717,0.548,0.146,0.78,0.22,0,0,0.1555556
20191118,0.885,0.488,0.102,0.96,0,0,0.04,0.1185185
20191119,0.905,0.407,0.0,0.96,0,0,0.04,0.0814815
20191120,0.905,0.354,0.0,0.61,0,0,0.39,0.0666667
20191121,0.921,0.214,0.0,0.31,0.69,0,0,0.0740741
20191122,0.946,0.324,0.0,0.87,0.13,0,0,0.1333333
20191123,0.898,0.3,0.0,0.96,0.04,0,0,0.162963
20191124,0.762,0.215,0.026,0.38,0.62,0,0,0.1407407
20191125,0.891,0.369,0.0,0.63,0,0,0.37,0.1481481
20191126,0.912,0.185,0.0,0.51,0.49,0,0,0.1037037
20191127,0.914,0.381,0.0,0.64,0,0,0.36,0.1185185
20191128,0.93,0.225,0.0,0.89,0,0,0.11,0.162963
20191129,0.945,0.367,0.0,0.91,0,0,0.09,0.1481481
20191130,0.884,0.234,0.0,0.78,0.22,0,0,0.1703704
20191201,0.734,0.197,0.023,0.33,0.67,0,0,0.2074074
20191202,0.893,0.519,0.0,0.58,0,0,0.42,0.2148148
20191203,0.9,0.158,0.004,0.23,0.77,0,0,0.0962963
20191204,0.919,0.27,0.0,0.58,0,0,0.42,0.1185185
20191205,0.912,0.499,0.0,0.58,0,0,0.42,0.1111111
20191206,0.93,0.228,0.0,0.44,0,0,0.56,0.0814815
20191207,0.872,0.294,0.001,0.56,0.44,0,0,0.1185185
20191208,0.75,0.205,0.0,0.31,0.69,0,0,0.2296296
20191209,0.89,0.352,0.0,0.64,0.36,0,0,0.2962963
20191210,0.893,0.158,0.012,0.43,0.57,0,0,0.3407407
20191211,0.922,0.649,0.001,0.89,0,0,0.11,0.5259259
20191212,0.933,0.355,0.0,0.56,0,0,0.44,0.3777778
20191213,0.954,0.231,0.007,0.56,0.44,0,0,0.1037037
20191214,0.894,0.384,0.0,0,0,0,1,0.1185185
20191215,0.771,0.384,0.0,0.98,0.02,0,0,0.1925926
20191216,0.913,0.32,0.0,0.78,0.22,0,0,0.1925926
20191217,0.898,0.235,0.068,0.62,0.38,0,0,0.1703704
20191218,0.936,0.397,0.0,0.93,0,0,0.07,0.1407407
20191219,0.938,0.358,0.0,0.91,0,0,0.09,0.2
20191220,0.951,0.341,0.0,0.67,0,0,0.33,0.1259259
20191221,0.872,0.258,0.004,0.56,0.44,0,0,0.1407407
20191222,0.759,0.298,0.002,0.69,0.31,0,0,0.1703704
20191223,0.909,0.331,0.02,0.62,0,0,0.38,0.3185185
20191224,0.926,0.214,0.0,0.51,0.49,0,0,0.2962963
20191225,0.736,0.19,0.0,0.5,0.5,0,0,0.3851852
20191226,0.904,0.468,0.002,0.89,0,0,0.11,0.2814815
20191227,0.935,0.248,0.0,0.18,0,0,0.82,0.2444444
20191228,0.848,0.234,0.0,0.58,0.42,0,0,0.1777778
20191229,0.719,0.394,0.01,0.73,0.27,0,0,0.1851852
20191230,0.882,0.521,0.003,0.56,0,0,0.44,0.2
20191231,0.887,0.576,0.0,0.58,0,0,0.42,0.1851852
20200101,0.675,0.178,0.001,0.54,0.46,0,0,0.1111111
20200102,0.864,0.324,0.0,0.88,0,0,0.12,0.1703704
20200103,0.928,0.21,0.0,0.67,0,0,0.33,0.2962963
20200104,0.852,0.195,0.0,0.38,0.62,0,0,0.3481481
20200105,0.725,0.157,0.0,0.62,0,0,0.38,0.2814815
20200106,0.874,0.504,0.012,0.73,0.27,0,0,0.2666667
20200107,0.854,0.573,0.32,0.84,0.16,0,0,0.2
20200108,0.895,0.478,0.08,0.9,0,0,0.1,0.0444444
20200109,0.927,0.318,0.0,0.84,0,0,0.16,0.1185185
20200110,0.948,0.26,0.0,0.92,0,0,0.08,0.2962963
20200111,0.874,0.171,0.0,0.34,0.66,0,0,0.362963
20200112,0.741,0.348,0.0,0.89,0,0,0.11,0.2962963
20200113,0.906,0.412,0.0,0.93,0,0,0.07,0.2518519
20200114,0.909,0.255,0.0,0.58,0,0,0.42,0.1259259
20200115,0.914,0.271,0.0,0.91,0,0,0.09,0.1555556
20200116,0.924,0.311,0.0,0.57,0,0,0.43,0.1851852
20200117,0.944,0.194,0.0,0.73,0,0,0.27,0.2074074
20200118,0.886,0.268,0.0,0.87,0,0,0.13,0.2740741
20200119,0.744,0.318,0.004,0,0,0,1,0.2962963
20200120,0.925,0.389,0.0,0.93,0,0,0.07,0.3481481
20200121,0.951,0.194,0.0,0.31,0.69,0,0,0.2222222
20200122,0.965,0.193,0.0,0.56,0.44,0,0,0.1851852
20200123,0.934,0.415,0.0,0.51,0,0,0.49,0.2074074
20200124,0.716,0.365,0.0,0.56,0,0,0.44,0.2962963
20200125,0.782,0.178,0.0,0.36,0.64,0,0,0.3777778
20200126,0.678,0.505,0.0,0.82,0.18,0,0,0.2814815
20200127,0.637,0.722,0.001,0.76,0.24,0,0,0.1481481
20200128,0.847,0.358,0.0,0.42,0.58,0,0,0.037037
20200129,0.919,0.328,0.0,0.78,0.22,0,0,0.0444444
20200130,0.933,0.258,0.0,0.69,0.31,0,0,0.0592593
20200131,0.94,0.451,0.0,0.91,0,0,0.09,0.0740741
20200201,0.808,0.25,0.0,0.89,0,0,0.11,0.1259259
20200202,0.656,0.26,0.0,0.9,0,0,0.1,0.3851852
20200203,0.873,0.461,0.0,0.58,0,0,0.42,0.4
20200204,0.881,0.449,0.012,0.91,0,0,0.09,0.1185185
20200205,0.772,0.579,0.0,0.53,0,0,0.47,0.1185185
20200206,0.83,0.281,0.0,0.51,0,0,0.49,0.0814815
20200207,0.875,0.305,0.0,0.53,0,0,0.47,0.1481481
20200208,0.803,0.424,0.0,0.47,0,0,0.53,0.1777778
20200209,0.659,0.277,0.0,0.89,0,0,0.11,0.2148148
20200210,0.855,0.351,0.0,0.54,0,0,0.46,0.1851852
20200211,0.883,0.211,0.0,0.62,0.38,0,0,0.2296296
20200212,0.862,0.401,0.046,0.8,0.2,0,0,0.2592593
20200213,0.904,0.233,0.0,0.89,0,0,0.11,0.2518519
20200214,0.932,0.136,0.0,0.84,0,0,0.16,0.4
20200215,0.835,0.447,0.014,0.76,0.24,0,0,0.4518519
20200216,0.658,0.599,0.093,0.89,0,0,0.11,0.362963
20200217,0.814,0.525,0.007,0.49,0,0,0.51,0.1333333
20200218,0.892,0.265,0.0,0.87,0,0,0.13,0.1333333
20200219,0.894,0.254,0.0,0.6,0.4,0,0,0.1111111
20200220,0.901,0.198,0.0,0.33,0.67,0,0,0.1703704
20200221,0.905,0.248,0.029,0.58,0.42,0,0,0.3259259
20200222,0.78,0.583,0.021,0.93,0,0,0.07,0.3407407
20200223,0.621,0.347,0.0,0.89,0,0,0.11,0.2740741
20200224,0.826,0.223,0.0,0.53,0.47,0,0,0.0888889
20200225,0.806,0.613,0.115,0.78,0.22,0,0,0.1407407
20200226,0.85,0.23,0.0,0.58,0.42,0,0,0.0962963
20200227,0.861,0.268,0.0,0.73,0.27,0,0,0.0740741
20200228,0.836,0.19,0.027,0.52,0.48,0,0,0.0518519
20200229,0.723,0.275,0.003,0.91,0,0,0.09,0.1333333
20200301,0.561,0.429,0.001,0.92,0,0,0.08,0.1259259
20200302,0.843,0.379,0.0,0.91,0,0,0.09,0.2518519
20200303,0.862,0.434,0.0,0.91,0,0,0.09,0.2148148
20200304,0.871,0.489,0.0,0.89,0,0,0.11,0.2444444
20200305,0.885,0.345,0.0,0.91,0,0,0.09,0.2518519
20200306,0.901,0.205,0.0,0.4,0.6,0,0,0.2074074
20200307,0.764,0.281,0.0,0.82,0.18,0,0,0.2
20200308,0.605,0.267,0.0,0.74,0,0,0.26,0.2888889
20200309,0.86,0.243,0.0,0.91,0,0,0.09,0.3333333
20200310,0.829,0.379,0.082,0.67,0,0,0.33,0.3185185
20200311,0.888,0.519,0.0,0.91,0,0,0.09,0.237037
20200312,0.894,0.25,0.0,0.54,0.46,0,0,0.0962963
20200313,0.876,0.539,0.003,0.56,0,0,0.44,0.1037037
20200314,0.799,0.379,0.0,0,0,0,1,0.0962963
20200315,0.61,0.385,0.0,0.84,0,0,0.16,0.1407407
20200316,0.857,0.441,0.0,0.96,0,0,0.04,0.1259259
20200317,0.877,0.325,0.0,0,0,0.31,0.69,0.0888889
20200319,0.88,0.682,0.0,0.98,0,0,0.02,0.2592593
20200320,0.931,0.553,0.0,0,0,0.48,0.52,0.1925926
20200321,0.81,0.379,0.0,0.89,0,0,0.11,0.0666667
20200322,0.647,0.459,0.0,0.93,0,0,0.07,0.1259259
20200323,0.877,0.351,0.0,0.84,0,0,0.16,0.1259259
20200324,0.888,0.355,0.0,0.84,0,0,0.16,0.2074074
20200325,0.896,0.21,0.0,0.38,0.62,0,0,0.2592593
20200326,0.883,0.248,0.012,0.67,0.33,0,0,0.2222222
20200327,0.913,0.524,0.014,0.62,0,0,0.38,0.2296296
20200328,0.812,0.456,0.0,0.62,0,0,0.38,0.1851852
20200329,0.644,0.29,0.0,0.92,0,0,0.08,0.0592593
20200330,0.879,0.368,0.0,0.91,0,0,0.09,0.1185185
20200331,0.895,0.282,0.0,0.8,0,0,0.2,0.2074074
20200401,0.895,0.509,0.0,0.59,0,0,0.41,0.1925926
20200402,0.883,0.435,0.0,0.89,0,0,0.11,0.2296296
20200403,0.914,0.559,0.0,0.89,0,0,0.11,0.1777778
20200404,0.806,0.67,0.0,0.57,0,0,0.43,0.237037
20200405,0.639,0.471,0.0,0.63,0,0,0.37,0.2074074
20200406,0.864,0.391,0.0,0.93,0,0,0.07,0.1555556
20200407,0.893,0.407,0.0,0.87,0,0,0.13,0.1555556
20200408,0.895,0.465,0.0,0.6,0,0,0.4,0.1851852
20200409,0.915,0.402,0.0,0.87,0,0,0.13,0.1333333
20200410,0.94,0.354,0.0,0.7,0,0,0.3,0.1703704
20200411,0.833,0.385,0.0,0.78,0,0,0.22,0.1851852
20200412,0.661,0.702,0.0,0.89,0.11,0,0,0.162963
20200413,0.883,0.451,0.0,0.53,0.47,0,0,0.1481481
20200414,0.912,0.352,0.0,0.76,0,0,0.24,0.0814815
20200415,0.716,0.381,0.0,0.78,0,0,0.22,0.2074074
20200416,0.874,0.429,0.0,0.93,0.07,0,0,0.2666667
20200417,0.88,0.317,0.045,0,0.07,0.93,0,0.2148148
20200419,0.634,0.447,0.071,0.88,0.12,0,0,0.0962963
20200420,0.867,0.519,0.001,0.84,0,0,0.16,0.1185185
